Existence of nearby care centers - exists,Existence of special needs care centers - does not exist,Existence of health resources - exists,Type and size of medical resources - Hospitals,Existence of a first aid center - exists,Town,Observation URI,Total number of care centers,Type and size of medical resources - Clinics,Existence of special needs care centers - exists,Type and size of medical resources - Pharmacies,Total number of first aid centers,Type and size of medical resources - Labs and Radiology ,references,Percentage of towns with special needs indiciduals - Without special needs,Percentage of towns with special needs indiciduals - With special needs,refArea,publisher,dataset,Type and size of medical resources - Medical Centers
0,1,0,0,0,Kaoutariyet Es-Siyad,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kaoutariyet+Es-Siyad,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Karkha,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karkha,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Karm El-Mohr,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karm+El-Mohr,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,0,Karm Saddeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karm+Saddeh,1,1,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Karm Zebdine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karm+Zebdine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,1,1,Ketermaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ketermaya,0,1,1,5,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,0,0,0,Keyfoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Keyfoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Kfar Aabida,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aabida,2,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfar Aamay,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aamay,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Kfar Aaqab,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aaqab,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Kfar Aaqqa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aaqqa,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfar Baal,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Baal,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Kfar Beit,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Beit,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfar Bibnine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Bibnine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
1,1,0,0,0,Kfar Chellal,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chellal,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Kfar Chellane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chellane,0,1,0,2,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Kfar Chima,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chima,0,1,0,3,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfar Chouba,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chouba,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Hasbaya_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfar Dane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Dane,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfar Denis,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Denis,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Kfar Dibiane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Dibiane,0,1,0,3,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Kfar Dounine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Dounine,0,1,0,3,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfar Falous,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Falous,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,1,0,1,Kfar Faqoud,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Faqoud,1,1,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfar Habou,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Habou,0,1,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfar Hamam,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hamam,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Hasbaya_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Kfar Hatta Saida,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hatta+Saida,0,1,0,2,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfar Hay,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hay,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfar Hazir,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hazir,0,1,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Kfar Heam,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Heam,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfar Hilda,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hilda,0,0,0,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
1,0,0,0,1,Kfar Houneh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Houneh,1,0,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Kfar Jreif,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Jreif,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Kfar Kila,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Kila,2,0,0,0,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Marjeyoun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Kfar Matta,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Matta,1,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Kfar Melki Saida,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Melki+Saida,2,0,0,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfar Nabrakh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Nabrakh,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Kfar Niss,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Niss,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Kfar Qatra,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Qatra,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Kfar Qouq,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Qouq,1,1,0,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Kfar Roummane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Roummane,1,2,0,6,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfar Selouane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Selouane,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Kfar Sir,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Sir,0,1,0,3,3,1,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,2
1,1,1,0,1,Kfar Tay El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Tay+El-Matn,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Kfar Tibnit,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Tibnit,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Kfar michki,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+michki,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Kfardlaqous,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfardlaqous,0,0,0,0,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Kfarfila,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfarfila,3,0,0,1,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfarfou,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfarfou,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfarhata ,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfarhata+,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Kfarhata Zgharta,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfarhata+Zgharta,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfarsghab,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfarsghab,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfartoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfartoun,0,1,0,2,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfaryachit,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfaryachit,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Kfarzabad,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfarzabad,0,4,0,4,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/ZahlÃ©_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Kfarzaina,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfarzaina,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kfoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,0,Kfour El-Aarbi,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfour+El-Aarbi,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Kfour En-Nabatieh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfour+En-Nabatieh,3,1,0,1,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Khalwat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khalwat,0,1,0,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Hasbaya_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kharbe,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kharbe,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Kharnoub,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kharnoub,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Khartoum,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khartoum,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Khat el Petrol,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khat+el+Petrol,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Khayayeb Saida,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khayayeb+Saida,1,1,0,5,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,0,0,0,0,Khereibet Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khereibet+Ech-Chouf,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Khinchara,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khinchara,1,1,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Khirbet Bisri,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khirbet+Bisri,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Khirbet Char,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khirbet+Char,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Khirbet Daoud Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khirbet+Daoud+Aakkar,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Khirbet Jord,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khirbet+Jord,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,1,1,Khirbet Qanafar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khirbet+Qanafar,2,2,0,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Khirbet Rouha,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khirbet+Rouha,0,2,0,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,1,0,1,Khirbet Selm,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khirbet+Selm,1,2,1,2,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Khiyam Marjaayoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khiyam+Marjaayoun,1,5,0,4,1,2,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Marjeyoun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Khodr Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Khodr+Baalbek,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
